dish_name,price,restaurant_id
Fish & Chips,7.6,4-C7UYFBTKMFE2EE
Curry Puff,5.73,4-CYMFLRLTRA2WGX
Popiah,5.38,4-CYMFLRLTRA2WGX
Spring Rolls,8.69,4-CYMFLRLTRA2WGX
Today's Recommendation,7.63,4-CYMFLRLTRA2WGX
Curry Puff (Set 2),4.56,4-CYMFLRLTRA2WGX
Today's Recommendation (Set 2),8.05,4-CYMFLRLTRA2WGX
Spring Rolls (Set 2),6.1,4-CYMFLRLTRA2WGX
House Signature Dish,7.83,4-CYMFLRLTRA2WGX
House Signature Dish (Set 2),8.42,4-CYMFLRLTRA2WGX
Today's Recommendation (Set 2),4.08,4-CYMFLRLTRA2WGX
Butter Chicken,11.75,SGDD00055
Chicken Tikka Masala,10.57,SGDD00055
Palak Paneer,12.38,SGDD00055
Chana Masala,13.98,SGDD00055
Grilled Chicken Thigh,8.96,SGDD00055
Chicken Cutlet,7.35,SGDD00055
Sesame Chicken,10.51,SGDD00055
Today's Recommendation,11.32,SGDD00055
House Signature Dish,13.04,SGDD00055
House Signature Dish (Set 2),13.21,SGDD00055
Grilled Chicken Chop,13.53,4-C75GTNAHMBJ3AX
Fish & Chips,12.85,4-C75GTNAHMBJ3AX
Beef Steak,9.55,4-C75GTNAHMBJ3AX
Caesar Salad,11.78,4-C75GTNAHMBJ3AX
Mushroom Soup,12.38,4-C75GTNAHMBJ3AX
Roast Lamb Rack,9.57,4-C75GTNAHMBJ3AX
Daily Special Set,9.41,4-C75GTNAHMBJ3AX
Mushroom Soup (Set 2),8.15,4-C75GTNAHMBJ3AX
Grilled Chicken Chop (Set 2),12.28,4-C75GTNAHMBJ3AX
Today's Recommendation,8.77,4-C75GTNAHMBJ3AX
Kimchi Jjigae,21.35,4-C8BBUBLJV4EFME
Tteokbokki,21.88,4-C8BBUBLJV4EFME
Bulgogi Beef,24.03,4-C8BBUBLJV4EFME
Korean Fried Chicken,15.63,4-C8BBUBLJV4EFME
Beef Bibimbap,23.18,4-C8BBUBLJV4EFME
Vegetable Bibimbap,21.34,4-C8BBUBLJV4EFME
Spicy Bibimbap,13.7,4-C8BBUBLJV4EFME
Kimchi Jjigae (Set 2),18.17,4-C8BBUBLJV4EFME
Kimchi Jjigae (Set 2),22.65,4-C8BBUBLJV4EFME
Chef's Special Combo,18.72,4-C8BBUBLJV4EFME
Tom Yum Soup,8.19,4-C3UKME4JAPWXR6
Green Curry Chicken,10.01,4-C3UKME4JAPWXR6
Mango Sticky Rice,13.04,4-C3UKME4JAPWXR6
Pad Thai Chicken,10.79,4-C3UKME4JAPWXR6
Pad Thai Prawn,13.79,4-C3UKME4JAPWXR6
Vegetarian Pad Thai,9.41,4-C3UKME4JAPWXR6
Pad Thai Prawn (Set 2),12.66,4-C3UKME4JAPWXR6
Green Curry Chicken (Set 2),13.45,4-C3UKME4JAPWXR6
Mango Sticky Rice (Set 2),14.32,4-C3UKME4JAPWXR6
Mango Sticky Rice (Set 2),11.5,4-C3UKME4JAPWXR6
Salmon Sashimi,8.07,4-CYXBCJDGNGE3EJ
California Roll,8.94,4-CYXBCJDGNGE3EJ
Chicken Katsu,8.63,4-CYXBCJDGNGE3EJ
Tempura Udon,12.17,4-CYXBCJDGNGE3EJ
Chicken Katsu Bento,14.38,4-CYXBCJDGNGE3EJ
Salmon Teriyaki Bento,13.78,4-CYXBCJDGNGE3EJ
Tempura Bento,7.74,4-CYXBCJDGNGE3EJ
Chicken Katsu (Set 2),12.8,4-CYXBCJDGNGE3EJ
Chicken Katsu Bento (Set 2),8.52,4-CYXBCJDGNGE3EJ
Chicken Katsu Bento (Set 2),9.15,4-CYXBCJDGNGE3EJ
Household Essentials Pack,9.43,4-C4DUNYMVBAL2FA
Onigiri Rice Ball,14.27,4-C4DUNYMVBAL2FA
Ready-to-eat Meal Box,8.69,4-C4DUNYMVBAL2FA
Whisky Highball,8.52,4-C4DUNYMVBAL2FA
Soda Float,12.93,4-C4DUNYMVBAL2FA
House Red Wine,12.98,4-C4DUNYMVBAL2FA
Draft Beer,13.03,4-C4DUNYMVBAL2FA
Iced Chrysanthemum Tea,14.32,4-C4DUNYMVBAL2FA
Fresh Produce Box,12.57,4-C4DUNYMVBAL2FA
Fresh Orange Juice,12.63,4-C4DUNYMVBAL2FA
Vegetable Biryani,16.92,4-C6CHAK2DT6MGC6
Chana Masala,20.69,4-C6CHAK2DT6MGC6
Creamy Butter Chicken,20.46,4-C6CHAK2DT6MGC6
Mutton Biryani,14.48,4-C6CHAK2DT6MGC6
Chicken Biryani,27.72,4-C6CHAK2DT6MGC6
Mutton Curry,20.04,4-C6CHAK2DT6MGC6
Vegetable Curry,25.6,4-C6CHAK2DT6MGC6
Butter Chicken with Naan,26.71,4-C6CHAK2DT6MGC6
Palak Paneer,18.56,4-C6CHAK2DT6MGC6
Chicken Tikka Masala,19.21,4-C6CHAK2DT6MGC6
Flat White,8.22,4-CYU3N7KCECKGNX
Cappuccino,9.64,4-CYU3N7KCECKGNX
Iced Latte,10.04,4-CYU3N7KCECKGNX
Espresso,13.67,4-CYU3N7KCECKGNX
Today's Recommendation,10.99,4-CYU3N7KCECKGNX
Daily Special Set,12.24,4-CYU3N7KCECKGNX
Chef's Special Combo,12.48,4-CYU3N7KCECKGNX
Flat White (Set 2),9.06,4-CYU3N7KCECKGNX
Iced Latte (Set 2),13.57,4-CYU3N7KCECKGNX
Flat White (Set 2),14.73,4-CYU3N7KCECKGNX
Soda Float,8.47,4-C7UKEXKFT8JTT6
Beef Brisket Noodles,14.11,4-C7UKEXKFT8JTT6
Iced Chrysanthemum Tea,14.92,4-C7UKEXKFT8JTT6
Palak Paneer,14.66,4-C7UKEXKFT8JTT6
Sesame Noodles,11.19,4-C7UKEXKFT8JTT6
Fresh Orange Juice,13.71,4-C7UKEXKFT8JTT6
Chicken Tikka Masala,7.59,4-C7UKEXKFT8JTT6
Hand-Pulled Noodles,13.54,4-C7UKEXKFT8JTT6
Spicy Peanut Noodles,7.39,4-C7UKEXKFT8JTT6
Chana Masala,7.05,4-C7UKEXKFT8JTT6
Roti Canai,4.3,4-C7W1R3JDLY2AJ2
Satay Skewers,7.19,4-C7W1R3JDLY2AJ2
Char Kway Teow,8.67,4-C7W1R3JDLY2AJ2
Dan Dan Noodles,8.56,4-C7W1R3JDLY2AJ2
Prawn Noodle Soup,7.3,4-C7W1R3JDLY2AJ2
Nasi Lemak,4.08,4-C7W1R3JDLY2AJ2
Braised Beef Noodles,6.66,4-C7W1R3JDLY2AJ2
Dry Mee Pok,6.06,4-C7W1R3JDLY2AJ2
Fishball Noodles,4.08,4-C7W1R3JDLY2AJ2
Wonton Mee,7.61,4-C7W1R3JDLY2AJ2
Chicken Biryani,14.82,4-C6VKVBL3NYMTWE
Mutton Biryani,7.14,4-C6VKVBL3NYMTWE
Vegetable Biryani,13.51,4-C6VKVBL3NYMTWE
Butter Naan,12.39,4-C6VKVBL3NYMTWE
Garlic Naan,13.45,4-C6VKVBL3NYMTWE
Cheese Naan,14.28,4-C6VKVBL3NYMTWE
Fish Head Curry,7.86,4-C6VKVBL3NYMTWE
Mutton Curry,7.77,4-C6VKVBL3NYMTWE
Vegetable Curry,8.19,4-C6VKVBL3NYMTWE
Garlic Naan (Set 2),8.54,4-C6VKVBL3NYMTWE
Mutton Curry,16.65,4-C26KKB5KJRAKGX
Chicken Biryani,23.46,4-C26KKB5KJRAKGX
Mutton Biryani,17.5,4-C26KKB5KJRAKGX
Butter Chicken with Naan,25.42,4-C26KKB5KJRAKGX
Vegetable Biryani,14.21,4-C26KKB5KJRAKGX
Butter Chicken,27.88,4-C26KKB5KJRAKGX
Palak Paneer,22.75,4-C26KKB5KJRAKGX
Chana Masala,13.48,4-C26KKB5KJRAKGX
Creamy Butter Chicken,19.08,4-C26KKB5KJRAKGX
Vegetable Curry,18.66,4-C26KKB5KJRAKGX
Butter Chicken with Naan,14.35,4-C4D3DEU1T3LYDA
Butter Chicken,8.84,4-C4D3DEU1T3LYDA
Garlic Naan,14.21,4-C4D3DEU1T3LYDA
Palak Paneer,12.54,4-C4D3DEU1T3LYDA
Chicken Tikka Masala,11.53,4-C4D3DEU1T3LYDA
Chana Masala,9.17,4-C4D3DEU1T3LYDA
Vegetable Biryani,14.39,4-C4D3DEU1T3LYDA
Creamy Butter Chicken,12.48,4-C4D3DEU1T3LYDA
Butter Naan,9.24,4-C4D3DEU1T3LYDA
Chicken Biryani,11.34,4-C4D3DEU1T3LYDA
Sweet & Sour Pork,5.5,SGDD12541
Kung Pao Chicken,6.82,SGDD12541
Prawn Noodle Soup,6.83,SGDD12541
Mapo Tofu,8.25,SGDD12541
Braised Pork Belly,7.39,SGDD12541
Yang Zhou Fried Rice,6.7,SGDD12541
Salted Egg Prawns,5.92,SGDD12541
Fishball Noodles,7.7,SGDD12541
Char Siew Rice,7.95,SGDD12541
Dan Dan Noodles,7.45,SGDD12541
Chicken Tikka Masala,13.15,4-C4EUGETXRPUVC2
Vegetable Curry,14.64,4-C4EUGETXRPUVC2
Creamy Butter Chicken,10.17,4-C4EUGETXRPUVC2
Butter Chicken,13.19,4-C4EUGETXRPUVC2
Vegetable Biryani,7.24,4-C4EUGETXRPUVC2
Chana Masala,9.19,4-C4EUGETXRPUVC2
Mutton Curry,14.94,4-C4EUGETXRPUVC2
Mutton Biryani,10.92,4-C4EUGETXRPUVC2
Palak Paneer,9.85,4-C4EUGETXRPUVC2
Fish Head Curry,14.53,4-C4EUGETXRPUVC2
Ice Kacang,23.7,4-CZDHLA3KV4J3DA
Roti Canai,14.23,4-CZDHLA3KV4J3DA
Katong Laksa,15.31,4-CZDHLA3KV4J3DA
Nasi Lemak with Sambal Sotong,23.68,4-CZDHLA3KV4J3DA
Prawn Laksa,22.51,4-CZDHLA3KV4J3DA
Char Kway Teow,24.09,4-CZDHLA3KV4J3DA
Nasi Lemak with Fried Chicken,17.75,4-CZDHLA3KV4J3DA
Mango Sticky Rice,14.6,4-CZDHLA3KV4J3DA
Curry Laksa,13.08,4-CZDHLA3KV4J3DA
Tau Huay,17.62,4-CZDHLA3KV4J3DA
Mutton Curry,25.79,4-C7BBT8CZDFJJEE
Fish Head Curry,35.62,4-C7BBT8CZDFJJEE
Chicken Tikka Masala,27.79,4-C7BBT8CZDFJJEE
Chicken Biryani,42.94,4-C7BBT8CZDFJJEE
Butter Chicken,34.73,4-C7BBT8CZDFJJEE
Vegetable Curry,36.56,4-C7BBT8CZDFJJEE
Chana Masala,33.76,4-C7BBT8CZDFJJEE
Mutton Biryani,36.63,4-C7BBT8CZDFJJEE
Palak Paneer,27.54,4-C7BBT8CZDFJJEE
Vegetable Biryani,52.03,4-C7BBT8CZDFJJEE
Chicken Burrito,17.52,4-C6L3ERDYFACEGE
Beef Tacos,20.4,4-C6L3ERDYFACEGE
Nachos Supreme,13.95,4-C6L3ERDYFACEGE
Quesadilla,19.52,4-C6L3ERDYFACEGE
Today's Recommendation,19.32,4-C6L3ERDYFACEGE
Daily Special Set,20.26,4-C6L3ERDYFACEGE
Nachos Supreme (Set 2),14.15,4-C6L3ERDYFACEGE
Daily Special Set (Set 2),16.78,4-C6L3ERDYFACEGE
Daily Special Set (Set 2),16.7,4-C6L3ERDYFACEGE
Chicken Burrito (Set 2),22.38,4-C6L3ERDYFACEGE
Chicken Biryani,25.62,4-C7DWAY6GATLKNA
Vegetable Biryani,18.7,4-C7DWAY6GATLKNA
Chana Masala,25.93,4-C7DWAY6GATLKNA
Mutton Curry,19.6,4-C7DWAY6GATLKNA
Chicken Tikka Masala,19.46,4-C7DWAY6GATLKNA
Vegetable Curry,25.35,4-C7DWAY6GATLKNA
Palak Paneer,22.77,4-C7DWAY6GATLKNA
Butter Chicken,21.92,4-C7DWAY6GATLKNA
Mutton Biryani,17.51,4-C7DWAY6GATLKNA
Fish Head Curry,22.05,4-C7DWAY6GATLKNA
House Red Wine,14.72,4-C8BCVNU1R8LDRJ
Draft Beer,14.75,4-C8BCVNU1R8LDRJ
Whisky Highball,9.33,4-C8BCVNU1R8LDRJ
Instant Noodles Pack,12.56,4-C8BCVNU1R8LDRJ
Snack Bundle,10.93,4-C8BCVNU1R8LDRJ
Bottled Drink,11.61,4-C8BCVNU1R8LDRJ
Today's Recommendation,8.94,4-C8BCVNU1R8LDRJ
Instant Noodles Pack (Set 2),10.01,4-C8BCVNU1R8LDRJ
Draft Beer (Set 2),13.53,4-C8BCVNU1R8LDRJ
Daily Special Set,10.14,4-C8BCVNU1R8LDRJ
Fish & Chips,19.58,SGDD06424
Mushroom Swiss Burger,17.37,SGDD06424
Caesar Salad,23.39,SGDD06424
Beef Steak,25.28,SGDD06424
Roast Lamb Rack,24.93,SGDD06424
Mushroom Soup,19.14,SGDD06424
Grilled Chicken Chop,20.49,SGDD06424
Crispy Chicken Burger,22.5,SGDD06424
Double Beef Burger,16.63,SGDD06424
Classic Cheeseburger,22.88,SGDD06424
Butter Chicken,10.59,4-C6BVE33YVAUVAX
Chicken Tikka Masala,11.78,4-C6BVE33YVAUVAX
Palak Paneer,11.66,4-C6BVE33YVAUVAX
Chana Masala,11.27,4-C6BVE33YVAUVAX
Chicken Katsu Bento,14.39,4-C6BVE33YVAUVAX
Salmon Teriyaki Bento,13.96,4-C6BVE33YVAUVAX
Tempura Bento,10.35,4-C6BVE33YVAUVAX
Palak Paneer (Set 2),7.29,4-C6BVE33YVAUVAX
Palak Paneer (Set 2),14.75,4-C6BVE33YVAUVAX
House Signature Dish,12.61,4-C6BVE33YVAUVAX
Stir-fried Kailan,14.73,4-C73BN66YR7EJNN
Sweet & Sour Pork,9.65,4-C73BN66YR7EJNN
Salted Egg Prawns,13.37,4-C73BN66YR7EJNN
Char Siew Rice,7.85,4-C73BN66YR7EJNN
Hot & Sour Soup,7.79,4-C73BN66YR7EJNN
Kung Pao Chicken,8.78,4-C73BN66YR7EJNN
Mapo Tofu,12.97,4-C73BN66YR7EJNN
Steamed Fish with Ginger,11.46,4-C73BN66YR7EJNN
Braised Pork Belly,12.5,4-C73BN66YR7EJNN
Yang Zhou Fried Rice,8.77,4-C73BN66YR7EJNN
House Red Wine,10.7,4-C4DUNYMVAUW2NT
Draft Beer,12.44,4-C4DUNYMVAUW2NT
Whisky Highball,12.52,4-C4DUNYMVAUW2NT
Onigiri Rice Ball,8.21,4-C4DUNYMVAUW2NT
Ready-to-eat Meal Box,14.98,4-C4DUNYMVAUW2NT
Fresh Orange Juice,10.86,4-C4DUNYMVAUW2NT
Iced Chrysanthemum Tea,9.36,4-C4DUNYMVAUW2NT
Soda Float,14.36,4-C4DUNYMVAUW2NT
Draft Beer (Set 2),7.69,4-C4DUNYMVAUW2NT
Whisky Highball (Set 2),13.65,4-C4DUNYMVAUW2NT
Truffle Mushroom Pasta,20.14,4-C6NWVKKTVFTCT2
Tiramisu,19.57,4-C6NWVKKTVFTCT2
Pepperoni Pizza,23.45,4-C6NWVKKTVFTCT2
Margherita Pizza,17.78,4-C6NWVKKTVFTCT2
Aglio Olio,17.5,4-C6NWVKKTVFTCT2
Osso Buco,25.15,4-C6NWVKKTVFTCT2
Risotto ai Funghi,14.73,4-C6NWVKKTVFTCT2
Carbonara,25.74,4-C6NWVKKTVFTCT2
Hawaiian Pizza,22.72,4-C6NWVKKTVFTCT2
BBQ Chicken Pizza,23.16,4-C6NWVKKTVFTCT2
Chicken Biryani,14.44,4-C252FED2JKLKV6
Mutton Biryani,12.92,4-C252FED2JKLKV6
Vegetable Biryani,11.13,4-C252FED2JKLKV6
Butter Naan,11.42,4-C252FED2JKLKV6
Garlic Naan,9.65,4-C252FED2JKLKV6
Cheese Naan,10.41,4-C252FED2JKLKV6
Fish Head Curry,10.7,4-C252FED2JKLKV6
Mutton Curry,13.38,4-C252FED2JKLKV6
Vegetable Curry,12.04,4-C252FED2JKLKV6
Daily Special Set,8.49,4-C252FED2JKLKV6
Curry Puff,7.52,4-CZDVUF2VLKKFV2
Char Siew Rice,5.03,4-CZDVUF2VLKKFV2
Popiah,7.76,4-CZDVUF2VLKKFV2
Braised Pork Belly,8.04,4-CZDVUF2VLKKFV2
Yang Zhou Fried Rice,4.31,4-CZDVUF2VLKKFV2
Hot & Sour Soup,4.51,4-CZDVUF2VLKKFV2
Steamed Fish with Ginger,8.36,4-CZDVUF2VLKKFV2
Stir-fried Kailan,4.93,4-CZDVUF2VLKKFV2
Mapo Tofu,5.63,4-CZDVUF2VLKKFV2
Salted Egg Prawns,6.29,4-CZDVUF2VLKKFV2
Flat White,6.64,4-C7L1RX6VBGLKVT
Cappuccino,7.2,4-C7L1RX6VBGLKVT
Iced Latte,6.98,4-C7L1RX6VBGLKVT
Espresso,7.06,4-C7L1RX6VBGLKVT
Jasmine Green Tea,6.94,4-C7L1RX6VBGLKVT
Oolong Tea,5.74,4-C7L1RX6VBGLKVT
Earl Grey Tea,8.23,4-C7L1RX6VBGLKVT
Flat White (Set 2),7.09,4-C7L1RX6VBGLKVT
Earl Grey Tea (Set 2),8.07,4-C7L1RX6VBGLKVT
Espresso (Set 2),7.53,4-C7L1RX6VBGLKVT
Chicken Biryani,8.46,4-CZCFEKMTA6TXRE
Butter Naan,12.55,4-CZCFEKMTA6TXRE
Garlic Naan,11.09,4-CZCFEKMTA6TXRE
Chicken Tikka Masala,10.35,4-CZCFEKMTA6TXRE
Palak Paneer,8.1,4-CZCFEKMTA6TXRE
Butter Chicken with Naan,10.07,4-CZCFEKMTA6TXRE
Butter Chicken,8.49,4-CZCFEKMTA6TXRE
Creamy Butter Chicken,12.08,4-CZCFEKMTA6TXRE
Vegetable Biryani,12.55,4-CZCFEKMTA6TXRE
Mutton Biryani,12.16,4-CZCFEKMTA6TXRE
Butter Chicken,17.33,4-C7EJFGBYTPKXVE
Chicken Tikka Masala,15.81,4-C7EJFGBYTPKXVE
Palak Paneer,25.63,4-C7EJFGBYTPKXVE
Chana Masala,22.29,4-C7EJFGBYTPKXVE
Butter Chicken with Naan,25.98,4-C7EJFGBYTPKXVE
Creamy Butter Chicken,27.28,4-C7EJFGBYTPKXVE
Daily Special Set,20.27,4-C7EJFGBYTPKXVE
Butter Chicken with Naan (Set 2),15.93,4-C7EJFGBYTPKXVE
Daily Special Set (Set 2),18.76,4-C7EJFGBYTPKXVE
Chana Masala (Set 2),21.42,4-C7EJFGBYTPKXVE
Tom Yum Soup,23.65,4-C6EATNDTCXCYPE
Green Curry Chicken,19.66,4-C6EATNDTCXCYPE
Mango Sticky Rice,15.51,4-C6EATNDTCXCYPE
Chili Crab,21.48,4-C6EATNDTCXCYPE
Grilled Prawns,24.94,4-C6EATNDTCXCYPE
Salt & Pepper Squid,16.31,4-C6EATNDTCXCYPE
Chili Crab (Set 2),13.49,4-C6EATNDTCXCYPE
Mango Sticky Rice (Set 2),16.37,4-C6EATNDTCXCYPE
Chili Crab (Set 2),17.33,4-C6EATNDTCXCYPE
Mango Sticky Rice (Set 2),24.71,4-C6EATNDTCXCYPE
BBQ Pork Ribs,7.91,4-C7UKWAL2SCM2HA
Grilled Satay Platter,7.91,4-C7UKWAL2SCM2HA
BBQ Chicken Wings,13.2,4-C7UKWAL2SCM2HA
BBQ Pork Ribs (Set 2),13.59,4-C7UKWAL2SCM2HA
Grilled Satay Platter (Set 2),9.93,4-C7UKWAL2SCM2HA
BBQ Chicken Wings (Set 2),13.58,4-C7UKWAL2SCM2HA
BBQ Chicken Wings (Set 2),7.33,4-C7UKWAL2SCM2HA
Today's Recommendation,12.75,4-C7UKWAL2SCM2HA
BBQ Pork Ribs (Set 2),11.37,4-C7UKWAL2SCM2HA
BBQ Pork Ribs (Set 2),14.92,4-C7UKWAL2SCM2HA
Chili Crab,9.1,4-C7BCBFLGJKNDVE
Grilled Prawns,13.9,4-C7BCBFLGJKNDVE
Salt & Pepper Squid,7.7,4-C7BCBFLGJKNDVE
Black Pepper Crab,13.92,4-C7BCBFLGJKNDVE
Salted Egg Crab,7.94,4-C7BCBFLGJKNDVE
House Signature Dish,13.5,4-C7BCBFLGJKNDVE
Today's Recommendation,8.68,4-C7BCBFLGJKNDVE
Chili Crab (Set 2),12.9,4-C7BCBFLGJKNDVE
Chef's Special Combo,12.51,4-C7BCBFLGJKNDVE
Black Pepper Crab (Set 2),13.89,4-C7BCBFLGJKNDVE
Chef's Special Combo,21.55,4-C7JCGA5CEJ4TRX
House Signature Dish,20.98,4-C7JCGA5CEJ4TRX
Daily Special Set,21.95,4-C7JCGA5CEJ4TRX
Today's Recommendation,15.53,4-C7JCGA5CEJ4TRX
Daily Special Set (Set 2),27.69,4-C7JCGA5CEJ4TRX
Daily Special Set (Set 2),17.39,4-C7JCGA5CEJ4TRX
Daily Special Set (Set 2),21.59,4-C7JCGA5CEJ4TRX
Today's Recommendation (Set 2),27.29,4-C7JCGA5CEJ4TRX
Today's Recommendation (Set 2),20.72,4-C7JCGA5CEJ4TRX
Chef's Special Combo (Set 2),26.5,4-C7JCGA5CEJ4TRX
Chili Crab,13.94,4-C7BCBFLGJKNDVE
Grilled Prawns,8.02,4-C7BCBFLGJKNDVE
Salt & Pepper Squid,13.93,4-C7BCBFLGJKNDVE
Black Pepper Crab,9.0,4-C7BCBFLGJKNDVE
Salted Egg Crab,12.69,4-C7BCBFLGJKNDVE
House Signature Dish,13.63,4-C7BCBFLGJKNDVE
Daily Special Set,13.09,4-C7BCBFLGJKNDVE
Salt & Pepper Squid (Set 2),12.41,4-C7BCBFLGJKNDVE
Chef's Special Combo,10.92,4-C7BCBFLGJKNDVE
Chili Crab (Set 2),11.62,4-C7BCBFLGJKNDVE
Chef's Special Combo,19.04,4-C7JCGA5CEJ4TRX
House Signature Dish,24.25,4-C7JCGA5CEJ4TRX
Daily Special Set,23.42,4-C7JCGA5CEJ4TRX
Today's Recommendation,26.16,4-C7JCGA5CEJ4TRX
Chef's Special Combo (Set 2),19.82,4-C7JCGA5CEJ4TRX
Daily Special Set (Set 2),20.32,4-C7JCGA5CEJ4TRX
Daily Special Set (Set 2),21.73,4-C7JCGA5CEJ4TRX
Today's Recommendation (Set 2),26.03,4-C7JCGA5CEJ4TRX
House Signature Dish (Set 2),25.71,4-C7JCGA5CEJ4TRX
House Signature Dish (Set 2),14.4,4-C7JCGA5CEJ4TRX
Truffle Mushroom Pasta,17.84,4-C7BFGFMDRATFLN
Hawaiian Pizza,17.25,4-C7BFGFMDRATFLN
Aglio Olio,21.21,4-C7BFGFMDRATFLN
Risotto ai Funghi,14.96,4-C7BFGFMDRATFLN
Bolognese Spaghetti,25.79,4-C7BFGFMDRATFLN
Margherita Pizza,24.82,4-C7BFGFMDRATFLN
Osso Buco,26.41,4-C7BFGFMDRATFLN
BBQ Chicken Pizza,24.43,4-C7BFGFMDRATFLN
Pepperoni Pizza,13.69,4-C7BFGFMDRATFLN
Carbonara,22.39,4-C7BFGFMDRATFLN
French Toast,8.98,4-C72VKBJTCADUGE
BBQ Chicken Pizza,8.55,4-C72VKBJTCADUGE
Lasagna,8.41,4-C72VKBJTCADUGE
Risotto ai Funghi,5.51,4-C72VKBJTCADUGE
Tiramisu,8.37,4-C72VKBJTCADUGE
Cheese Toast,8.38,4-C72VKBJTCADUGE
Cappuccino,4.47,4-C72VKBJTCADUGE
Kaya Toast,5.8,4-C72VKBJTCADUGE
Osso Buco,4.41,4-C72VKBJTCADUGE
Espresso,7.32,4-C72VKBJTCADUGE
Salmon Sashimi,13.78,4-C7TVRFAWL3WDNX
California Roll,22.38,4-C7TVRFAWL3WDNX
Chicken Katsu,23.89,4-C7TVRFAWL3WDNX
Tempura Udon,24.33,4-C7TVRFAWL3WDNX
Carbonara,19.44,4-C7TVRFAWL3WDNX
Aglio Olio,14.37,4-C7TVRFAWL3WDNX
Bolognese Spaghetti,14.43,4-C7TVRFAWL3WDNX
Truffle Mushroom Pasta,16.2,4-C7TVRFAWL3WDNX
Bolognese Spaghetti (Set 2),14.17,4-C7TVRFAWL3WDNX
Daily Special Set,21.91,4-C7TVRFAWL3WDNX
Salmon Sashimi,7.07,4-C7EECTJCNBCDJJ
California Roll,12.56,4-C7EECTJCNBCDJJ
Chicken Katsu,13.54,4-C7EECTJCNBCDJJ
Tempura Udon,14.91,4-C7EECTJCNBCDJJ
Grilled Fish,10.38,4-C7EECTJCNBCDJJ
Deep Fried Fish,8.06,4-C7EECTJCNBCDJJ
Fish Curry,7.57,4-C7EECTJCNBCDJJ
Grilled Fish (Set 2),10.06,4-C7EECTJCNBCDJJ
Fish Curry (Set 2),12.85,4-C7EECTJCNBCDJJ
Tempura Udon (Set 2),7.82,4-C7EECTJCNBCDJJ
Roast Lamb Rack,20.96,4-C7VUN7XFVTCCTN
Sugarcane Juice,13.13,4-C7VUN7XFVTCCTN
Mushroom Soup,22.75,4-C7VUN7XFVTCCTN
Beef Steak,19.6,4-C7VUN7XFVTCCTN
Flat White,23.84,4-C7VUN7XFVTCCTN
Espresso,22.42,4-C7VUN7XFVTCCTN
Iced Lemon Tea,15.27,4-C7VUN7XFVTCCTN
Iced Latte,19.18,4-C7VUN7XFVTCCTN
Fish & Chips,23.3,4-C7VUN7XFVTCCTN
Grilled Chicken Chop,25.9,4-C7VUN7XFVTCCTN
Classic Cheeseburger,26.45,4-C7M3GTK3TPWKNX
Double Beef Burger,15.1,4-C7M3GTK3TPWKNX
Crispy Chicken Burger,14.85,4-C7M3GTK3TPWKNX
Mushroom Swiss Burger,23.95,4-C7M3GTK3TPWKNX
BBQ Bacon Burger,18.27,4-C7M3GTK3TPWKNX
Club Sandwich,19.44,4-C7M3GTK3TPWKNX
Egg Mayo Sandwich,24.87,4-C7M3GTK3TPWKNX
Grilled Cheese Sandwich,16.72,4-C7M3GTK3TPWKNX
Tuna Sandwich,22.67,4-C7M3GTK3TPWKNX
House Signature Dish,16.72,4-C7M3GTK3TPWKNX
Vegetable Biryani,9.36,4-C3LGL26GR23AMA
Fish Head Curry,7.44,4-C3LGL26GR23AMA
Butter Chicken,14.18,4-C3LGL26GR23AMA
Vegetable Curry,14.64,4-C3LGL26GR23AMA
Mutton Curry,10.96,4-C3LGL26GR23AMA
Palak Paneer,7.9,4-C3LGL26GR23AMA
Chicken Tikka Masala,11.0,4-C3LGL26GR23AMA
Mutton Biryani,11.75,4-C3LGL26GR23AMA
Chicken Biryani,11.23,4-C3LGL26GR23AMA
Chana Masala,14.82,4-C3LGL26GR23AMA
Nasi Lemak,25.91,4-C7M3VUKDEJMAAA
Char Kway Teow,21.53,4-C7M3VUKDEJMAAA
Roti Canai,18.48,4-C7M3VUKDEJMAAA
Satay Skewers,23.24,4-C7M3VUKDEJMAAA
Nasi Lemak with Fried Chicken,24.44,4-C7M3VUKDEJMAAA
Nasi Lemak with Sambal Sotong,27.32,4-C7M3VUKDEJMAAA
Char Kway Teow (Set 2),24.56,4-C7M3VUKDEJMAAA
Char Kway Teow (Set 2),13.25,4-C7M3VUKDEJMAAA
Daily Special Set,14.01,4-C7M3VUKDEJMAAA
Roti Canai (Set 2),16.93,4-C7M3VUKDEJMAAA
House Red Wine,7.66,4-C2THARCHMENDVT
Soda Float,11.29,4-C2THARCHMENDVT
Snack Bundle,11.93,4-C2THARCHMENDVT
Ready-to-eat Meal Box,9.22,4-C2THARCHMENDVT
Instant Noodles Pack,9.48,4-C2THARCHMENDVT
Fresh Orange Juice,11.09,4-C2THARCHMENDVT
Bottled Drink,8.63,4-C2THARCHMENDVT
Onigiri Rice Ball,13.46,4-C2THARCHMENDVT
Draft Beer,11.29,4-C2THARCHMENDVT
Whisky Highball,10.13,4-C2THARCHMENDVT
Salmon Sashimi,22.65,4-CZDUHEJHWATWJX
California Roll,17.65,4-CZDUHEJHWATWJX
Chicken Katsu,19.56,4-CZDUHEJHWATWJX
Tempura Udon,27.3,4-CZDUHEJHWATWJX
